tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
10/22/2013,DKI5 (Kebon Jeruk),58,11,9,72,13,72,O3,SEDANG
10/23/2013,DKI5 (Kebon Jeruk),62,8,10,91,16,91,O3,SEDANG
10/24/2013,DKI5 (Kebon Jeruk),52,7,14,99,19,99,O3,SEDANG
10/25/2013,DKI5 (Kebon Jeruk),57,9,21,89,19,89,O3,SEDANG
10/26/2013,DKI5 (Kebon Jeruk),69,7,10,110,11,110,O3,TIDAK SEHAT
10/27/2013,DKI5 (Kebon Jeruk),67,7,13,75,12,75,O3,SEDANG
10/28/2013,DKI5 (Kebon Jeruk),65,7,9,60,20,65,PM10,SEDANG
10/29/2013,DKI5 (Kebon Jeruk),62,7,11,81,14,81,O3,SEDANG
10/30/2013,DKI5 (Kebon Jeruk),61,6,15,70,12,70,O3,SEDANG
10/31/2013,DKI5 (Kebon Jeruk),77,8,12,87,13,87,O3,SEDANG
11/1/2013,DKI5 (Kebon Jeruk),72,8,7,74,17,74,O3,SEDANG
11/2/2013,DKI5 (Kebon Jeruk),64,8,10,97,11,97,O3,SEDANG
11/3/2013,DKI5 (Kebon Jeruk),70,8,12,98,12,98,O3,SEDANG
11/4/2013,DKI5 (Kebon Jeruk),66,8,7,83,8,83,O3,SEDANG
11/5/2013,DKI5 (Kebon Jeruk),79,8,10,88,13,88,O3,SEDANG
11/6/2013,DKI5 (Kebon Jeruk),80,7,11,118,11,118,O3,TIDAK SEHAT
11/7/2013,DKI5 (Kebon Jeruk),85,9,10,128,13,128,O3,TIDAK SEHAT
11/8/2013,DKI5 (Kebon Jeruk),80,8,12,84,13,84,O3,SEDANG
11/9/2013,DKI5 (Kebon Jeruk),64,7,25,51,14,64,PM10,SEDANG
11/10/2013,DKI5 (Kebon Jeruk),75,9,12,127,10,127,O3,TIDAK SEHAT
11/11/2013,DKI5 (Kebon Jeruk),68,7,8,68,10,68,PM10,SEDANG
11/12/2013,DKI5 (Kebon Jeruk),76,10,13,87,15,87,O3,SEDANG
11/13/2013,DKI5 (Kebon Jeruk),55,7,8,140,10,140,O3,TIDAK SEHAT
11/14/2013,DKI5 (Kebon Jeruk),65,11,16,113,16,113,O3,TIDAK SEHAT
11/15/2013,DKI5 (Kebon Jeruk),61,9,10,81,13,81,O3,SEDANG
11/16/2013,DKI5 (Kebon Jeruk),52,12,12,63,12,63,O3,SEDANG
11/17/2013,DKI5 (Kebon Jeruk),44,9,6,27,11,44,PM10,BAIK
11/21/2013,DKI5 (Kebon Jeruk),51,7,4,35,5,51,PM10,SEDANG
11/22/2013,DKI5 (Kebon Jeruk),64,7,5,41,9,64,PM10,SEDANG
11/23/2013,DKI5 (Kebon Jeruk),48,8,3,83,6,83,O3,SEDANG
11/24/2013,DKI5 (Kebon Jeruk),61,8,4,88,7,88,O3,SEDANG
11/25/2013,DKI5 (Kebon Jeruk),63,10,4,85,10,85,O3,SEDANG
11/26/2013,DKI5 (Kebon Jeruk),66,9,7,34,16,66,PM10,SEDANG
11/27/2013,DKI5 (Kebon Jeruk),55,9,5,63,9,63,O3,SEDANG
11/28/2013,DKI5 (Kebon Jeruk),70,10,9,81,13,81,O3,SEDANG
11/29/2013,DKI5 (Kebon Jeruk),52,8,4,68,5,68,O3,SEDANG
11/30/2013,DKI5 (Kebon Jeruk),71,10,11,106,16,106,O3,TIDAK SEHAT
12/1/2013,DKI5 (Kebon Jeruk),50,9,4,95,8,95,O3,SEDANG
12/2/2013,DKI5 (Kebon Jeruk),64,8,8,65,12,65,O3,SEDANG
12/3/2013,DKI5 (Kebon Jeruk),61,8,11,86,17,86,O3,SEDANG
12/4/2013,DKI5 (Kebon Jeruk),67,10,7,63,9,67,PM10,SEDANG
12/5/2013,DKI5 (Kebon Jeruk),53,9,9,133,13,133,O3,TIDAK SEHAT
12/6/2013,DKI5 (Kebon Jeruk),60,11,10,97,17,97,O3,SEDANG
12/7/2013,DKI5 (Kebon Jeruk),57,9,8,54,11,57,PM10,SEDANG
12/8/2013,DKI5 (Kebon Jeruk),59,13,9,79,4,79,O3,SEDANG
12/9/2013,DKI5 (Kebon Jeruk),62,7,11,60,2,62,PM10,SEDANG
12/10/2013,DKI5 (Kebon Jeruk),45,8,12,142,3,142,O3,TIDAK SEHAT
12/11/2013,DKI5 (Kebon Jeruk),62,12,6,69,3,69,O3,SEDANG
12/12/2013,DKI5 (Kebon Jeruk),46,9,7,51,2,51,O3,SEDANG
12/13/2013,DKI5 (Kebon Jeruk),51,11,13,32,3,51,PM10,SEDANG
12/14/2013,DKI5 (Kebon Jeruk),29,10,6,37,4,37,O3,BAIK
12/15/2013,DKI5 (Kebon Jeruk),57,4,59,64,8,64,O3,SEDANG
12/16/2013,DKI5 (Kebon Jeruk),37,1,18,81,7,81,O3,SEDANG
12/17/2013,DKI5 (Kebon Jeruk),32,1,18,77,10,77,O3,SEDANG
12/18/2013,DKI5 (Kebon Jeruk),75,2,56,88,21,88,O3,SEDANG
12/19/2013,DKI5 (Kebon Jeruk),56,3,23,74,10,74,O3,SEDANG
12/20/2013,DKI5 (Kebon Jeruk),55,3,30,43,9,55,PM10,SEDANG
12/21/2013,DKI5 (Kebon Jeruk),41,1,12,21,5,41,PM10,BAIK
12/22/2013,DKI5 (Kebon Jeruk),24,2,9,21,4,24,PM10,BAIK
12/23/2013,DKI5 (Kebon Jeruk),31,3,15,27,6,31,PM10,BAIK
12/24/2013,DKI5 (Kebon Jeruk),32,2,9,32,5,32,PM10,BAIK
12/25/2013,DKI5 (Kebon Jeruk),54,7,20,56,7,56,O3,SEDANG
12/26/2013,DKI5 (Kebon Jeruk),51,7,17,49,10,51,PM10,SEDANG
12/27/2013,DKI5 (Kebon Jeruk),57,4,26,49,17,57,PM10,SEDANG
12/28/2013,DKI5 (Kebon Jeruk),61,7,19,36,7,61,PM10,SEDANG
12/29/2013,DKI5 (Kebon Jeruk),53,4,14,50,7,53,PM10,SEDANG
12/30/2013,DKI5 (Kebon Jeruk),30,4,11,34,6,34,O3,BAIK
12/31/2013,DKI5 (Kebon Jeruk),22,1,11,42,4,42,O3,BAIK
1/1/2014,DKI5 (Kebon Jeruk),67,3,44,44,10,67,PM10,SEDANG
1/2/2014,DKI5 (Kebon Jeruk),45,4,24,43,9,45,PM10,BAIK
1/3/2014,DKI5 (Kebon Jeruk),62,3,35,61,11,62,PM10,SEDANG
1/4/2014,DKI5 (Kebon Jeruk),53,7,21,39,10,53,PM10,SEDANG
1/5/2014,DKI5 (Kebon Jeruk),36,3,11,23,3,36,PM10,BAIK
1/6/2014,DKI5 (Kebon Jeruk),21,1,7,23,3,23,O3,BAIK
1/7/2014,DKI5 (Kebon Jeruk),26,4,9,33,6,33,O3,BAIK
1/8/2014,DKI5 (Kebon Jeruk),48,3,17,33,8,48,PM10,BAIK
1/9/2014,DKI5 (Kebon Jeruk),51,1,41,22,8,51,PM10,SEDANG
1/10/2014,DKI5 (Kebon Jeruk),26,1,9,31,4,31,O3,BAIK
1/11/2014,DKI5 (Kebon Jeruk),44,1,23,85,11,85,O3,SEDANG
1/12/2014,DKI5 (Kebon Jeruk),38,1,22,50,11,50,O3,BAIK
1/13/2014,DKI5 (Kebon Jeruk),34,3,25,39,12,39,O3,BAIK
1/14/2014,DKI5 (Kebon Jeruk),52,8,18,38,8,52,PM10,SEDANG
1/15/2014,DKI5 (Kebon Jeruk),33,4,14,35,7,35,O3,BAIK
1/16/2014,DKI5 (Kebon Jeruk),40,2,31,33,9,40,PM10,BAIK
1/17/2014,DKI5 (Kebon Jeruk),47,2,19,39,13,47,PM10,BAIK
1/18/2014,DKI5 (Kebon Jeruk),32,1,16,37,11,37,O3,BAIK
1/19/2014,DKI5 (Kebon Jeruk),37,1,25,36,13,37,PM10,BAIK
1/20/2014,DKI5 (Kebon Jeruk),53,2,27,36,8,53,PM10,SEDANG
1/21/2014,DKI5 (Kebon Jeruk),37,2,13,32,11,37,PM10,BAIK
1/22/2014,DKI5 (Kebon Jeruk),53,3,15,38,8,53,PM10,SEDANG
1/23/2014,DKI5 (Kebon Jeruk),41,1,12,39,8,41,PM10,BAIK
1/24/2014,DKI5 (Kebon Jeruk),56,2,30,37,12,56,PM10,SEDANG
1/25/2014,DKI5 (Kebon Jeruk),47,1,13,37,8,47,PM10,BAIK
1/26/2014,DKI5 (Kebon Jeruk),67,3,43,36,10,67,PM10,SEDANG
1/27/2014,DKI5 (Kebon Jeruk),63,3,23,34,10,63,PM10,SEDANG
1/28/2014,DKI5 (Kebon Jeruk),47,1,16,30,11,47,PM10,BAIK
1/29/2014,DKI5 (Kebon Jeruk),33,1,13,30,9,33,PM10,BAIK
1/30/2014,DKI5 (Kebon Jeruk),54,2,25,35,9,54,PM10,SEDANG
1/31/2014,DKI5 (Kebon Jeruk),56,1,23,43,9,56,PM10,SEDANG
2/1/2014,DKI5 (Kebon Jeruk),61,1,22,47,9,61,PM10,SEDANG
2/2/2014,DKI5 (Kebon Jeruk),37,1,11,35,6,37,PM10,BAIK
2/3/2014,DKI5 (Kebon Jeruk),42,2,29,35,13,42,PM10,BAIK
2/4/2014,DKI5 (Kebon Jeruk),41,1,21,51,12,51,O3,SEDANG
2/5/2014,DKI5 (Kebon Jeruk),71,2,53,51,15,71,PM10,SEDANG
2/6/2014,DKI5 (Kebon Jeruk),55,2,22,46,11,55,PM10,SEDANG
2/7/2014,DKI5 (Kebon Jeruk),55,3,19,58,8,58,O3,SEDANG
2/8/2014,DKI5 (Kebon Jeruk),37,4,11,60,6,60,O3,SEDANG
2/9/2014,DKI5 (Kebon Jeruk),56,2,60,61,14,61,O3,SEDANG
2/10/2014,DKI5 (Kebon Jeruk),35,2,19,49,11,49,O3,BAIK
2/11/2014,DKI5 (Kebon Jeruk),58,3,22,56,10,58,PM10,SEDANG
2/12/2014,DKI5 (Kebon Jeruk),58,2,14,77,9,77,O3,SEDANG
2/13/2014,DKI5 (Kebon Jeruk),70,3,30,65,13,70,PM10,SEDANG
2/14/2014,DKI5 (Kebon Jeruk),58,4,18,51,9,58,PM10,SEDANG
2/15/2014,DKI5 (Kebon Jeruk),78,3,37,40,12,78,PM10,SEDANG
2/16/2014,DKI5 (Kebon Jeruk),82,7,43,45,10,82,PM10,SEDANG
2/17/2014,DKI5 (Kebon Jeruk),113,4,61,66,20,113,PM10,TIDAK SEHAT
2/18/2014,DKI5 (Kebon Jeruk),76,4,35,61,12,76,PM10,SEDANG
2/19/2014,DKI5 (Kebon Jeruk),75,7,22,62,11,75,PM10,SEDANG
2/20/2014,DKI5 (Kebon Jeruk),91,4,36,75,11,91,PM10,SEDANG
2/21/2014,DKI5 (Kebon Jeruk),52,3,13,73,7,73,O3,SEDANG
2/22/2014,DKI5 (Kebon Jeruk),43,3,26,48,9,48,O3,BAIK
2/23/2014,DKI5 (Kebon Jeruk),31,2,26,43,13,43,O3,BAIK
2/24/2014,DKI5 (Kebon Jeruk),43,2,22,41,12,43,PM10,BAIK
2/25/2014,DKI5 (Kebon Jeruk),52,3,28,42,15,52,PM10,SEDANG
2/26/2014,DKI5 (Kebon Jeruk),50,3,33,50,24,50,PM10,BAIK
2/27/2014,DKI5 (Kebon Jeruk),65,2,47,83,15,83,O3,SEDANG
2/28/2014,DKI5 (Kebon Jeruk),105,4,119,86,24,119,CO,TIDAK SEHAT
3/1/2014,DKI5 (Kebon Jeruk),74,3,31,73,12,74,PM10,SEDANG
3/2/2014,DKI5 (Kebon Jeruk),55,3,18,66,8,66,O3,SEDANG
3/3/2014,DKI5 (Kebon Jeruk),64,4,28,88,13,88,O3,SEDANG
3/4/2014,DKI5 (Kebon Jeruk),62,4,28,79,13,79,O3,SEDANG
3/5/2014,DKI5 (Kebon Jeruk),62,4,19,63,8,63,O3,SEDANG
3/6/2014,DKI5 (Kebon Jeruk),105,6,54,190,19,190,O3,TIDAK SEHAT
3/7/2014,DKI5 (Kebon Jeruk),80,5,36,98,20,98,O3,SEDANG
3/8/2014,DKI5 (Kebon Jeruk),79,4,31,84,19,84,O3,SEDANG
3/9/2014,DKI5 (Kebon Jeruk),89,4,39,65,8,89,PM10,SEDANG
3/10/2014,DKI5 (Kebon Jeruk),82,3,24,76,10,82,PM10,SEDANG
3/11/2014,DKI5 (Kebon Jeruk),92,3,56,62,21,92,PM10,SEDANG
3/12/2014,DKI5 (Kebon Jeruk),69,2,59,66,9,69,PM10,SEDANG
3/13/2014,DKI5 (Kebon Jeruk),86,4,54,60,13,86,PM10,SEDANG
3/14/2014,DKI5 (Kebon Jeruk),75,4,31,83,18,83,O3,SEDANG
3/15/2014,DKI5 (Kebon Jeruk),111,3,69,90,23,111,PM10,TIDAK SEHAT
3/16/2014,DKI5 (Kebon Jeruk),97,3,48,59,12,97,PM10,SEDANG
3/17/2014,DKI5 (Kebon Jeruk),87,3,32,108,11,108,O3,TIDAK SEHAT
3/18/2014,DKI5 (Kebon Jeruk),77,3,51,83,15,83,O3,SEDANG
3/19/2014,DKI5 (Kebon Jeruk),76,6,30,98,17,98,O3,SEDANG
3/20/2014,DKI5 (Kebon Jeruk),86,5,37,195,17,195,O3,TIDAK SEHAT
3/21/2014,DKI5 (Kebon Jeruk),64,6,18,88,7,88,O3,SEDANG
3/22/2014,DKI5 (Kebon Jeruk),64,4,20,54,9,64,PM10,SEDANG
3/23/2014,DKI5 (Kebon Jeruk),46,3,17,70,7,70,O3,SEDANG
3/24/2014,DKI5 (Kebon Jeruk),83,4,50,75,12,83,PM10,SEDANG
3/25/2014,DKI5 (Kebon Jeruk),62,3,21,63,9,63,O3,SEDANG
3/26/2014,DKI5 (Kebon Jeruk),54,3,17,83,10,83,O3,SEDANG
3/27/2014,DKI5 (Kebon Jeruk),100,6,85,65,24,100,PM10,SEDANG
3/28/2014,DKI5 (Kebon Jeruk),63,,,,,63,PM10,SEDANG
3/29/2014,DKI5 (Kebon Jeruk),66,5,23,118,13,118,O3,TIDAK SEHAT
3/30/2014,DKI5 (Kebon Jeruk),66,3,21,91,9,91,O3,SEDANG
3/31/2014,DKI5 (Kebon Jeruk),71,5,29,89,8,89,O3,SEDANG
4/1/2014,DKI5 (Kebon Jeruk),81,5,30,111,13,111,O3,TIDAK SEHAT
4/2/2014,DKI5 (Kebon Jeruk),74,5,,109,14,109,O3,TIDAK SEHAT
4/3/2014,DKI5 (Kebon Jeruk),69,4,,133,12,133,O3,TIDAK SEHAT
4/4/2014,DKI5 (Kebon Jeruk),90,4,,146,12,146,O3,TIDAK SEHAT
4/5/2014,DKI5 (Kebon Jeruk),83,6,52,162,12,162,O3,TIDAK SEHAT
4/6/2014,DKI5 (Kebon Jeruk),53,4,14,94,9,94,O3,SEDANG
4/7/2014,DKI5 (Kebon Jeruk),46,3,12,119,9,119,O3,TIDAK SEHAT
4/8/2014,DKI5 (Kebon Jeruk),58,5,24,93,9,93,O3,SEDANG
4/9/2014,DKI5 (Kebon Jeruk),43,4,9,78,4,78,O3,SEDANG
4/10/2014,DKI5 (Kebon Jeruk),51,3,10,57,3,57,O3,SEDANG
4/11/2014,DKI5 (Kebon Jeruk),62,5,17,78,7,78,O3,SEDANG
4/12/2014,DKI5 (Kebon Jeruk),68,5,26,94,18,94,O3,SEDANG
4/13/2014,DKI5 (Kebon Jeruk),59,3,13,88,9,88,O3,SEDANG
4/14/2014,DKI5 (Kebon Jeruk),51,4,17,87,6,87,O3,SEDANG
4/15/2014,DKI5 (Kebon Jeruk),49,4,20,99,7,99,O3,SEDANG
4/16/2014,DKI5 (Kebon Jeruk),48,3,10,98,4,98,O3,SEDANG
4/17/2014,DKI5 (Kebon Jeruk),84,4,21,59,11,84,PM10,SEDANG
4/18/2014,DKI5 (Kebon Jeruk),66,6,46,158,15,158,O3,TIDAK SEHAT
4/19/2014,DKI5 (Kebon Jeruk),55,4,38,106,14,106,O3,TIDAK SEHAT
4/20/2014,DKI5 (Kebon Jeruk),51,3,26,76,13,76,O3,SEDANG
4/21/2014,DKI5 (Kebon Jeruk),57,4,18,94,11,94,O3,SEDANG
4/22/2014,DKI5 (Kebon Jeruk),33,3,7,51,5,51,O3,SEDANG
4/23/2014,DKI5 (Kebon Jeruk),64,4,40,180,12,180,O3,TIDAK SEHAT
4/24/2014,DKI5 (Kebon Jeruk),54,4,21,123,6,123,O3,TIDAK SEHAT
4/25/2014,DKI5 (Kebon Jeruk),37,4,9,64,4,64,O3,SEDANG
4/26/2014,DKI5 (Kebon Jeruk),45,5,13,163,11,163,O3,TIDAK SEHAT
4/27/2014,DKI5 (Kebon Jeruk),44,3,14,162,6,162,O3,TIDAK SEHAT
4/28/2014,DKI5 (Kebon Jeruk),55,4,20,178,12,178,O3,TIDAK SEHAT
4/29/2014,DKI5 (Kebon Jeruk),54,5,23,165,13,165,O3,TIDAK SEHAT
4/30/2014,DKI5 (Kebon Jeruk),62,5,18,85,17,85,O3,SEDANG
5/1/2014,DKI5 (Kebon Jeruk),68,5,28,94,13,94,O3,SEDANG
5/2/2014,DKI5 (Kebon Jeruk),88,5,39,131,14,131,O3,TIDAK SEHAT
5/3/2014,DKI5 (Kebon Jeruk),85,4,97,144,16,144,O3,TIDAK SEHAT
5/4/2014,DKI5 (Kebon Jeruk),65,5,,137,9,137,O3,TIDAK SEHAT
5/5/2014,DKI5 (Kebon Jeruk),66,5,,94,12,94,O3,SEDANG
5/6/2014,DKI5 (Kebon Jeruk),63,7,,107,12,107,O3,TIDAK SEHAT
5/7/2014,DKI5 (Kebon Jeruk),72,5,,144,10,144,O3,TIDAK SEHAT
5/8/2014,DKI5 (Kebon Jeruk),62,4,34,129,14,129,O3,TIDAK SEHAT
5/9/2014,DKI5 (Kebon Jeruk),55,4,26,200,12,200,O3,SANGAT TIDAK SEHAT
5/10/2014,DKI5 (Kebon Jeruk),70,5,24,165,11,165,O3,TIDAK SEHAT
5/11/2014,DKI5 (Kebon Jeruk),67,4,23,169,11,169,O3,TIDAK SEHAT
5/12/2014,DKI5 (Kebon Jeruk),70,4,37,144,17,144,O3,TIDAK SEHAT
5/13/2014,DKI5 (Kebon Jeruk),89,6,,200,10,200,O3,SANGAT TIDAK SEHAT
5/14/2014,DKI5 (Kebon Jeruk),58,5,,195,10,195,O3,TIDAK SEHAT
5/15/2014,DKI5 (Kebon Jeruk),62,6,21,139,9,139,O3,TIDAK SEHAT
5/16/2014,DKI5 (Kebon Jeruk),69,4,37,75,10,75,O3,SEDANG
5/17/2014,DKI5 (Kebon Jeruk),52,4,22,106,13,106,O3,TIDAK SEHAT
5/18/2014,DKI5 (Kebon Jeruk),60,6,27,190,9,190,O3,TIDAK SEHAT
5/19/2014,DKI5 (Kebon Jeruk),74,5,30,121,11,121,O3,TIDAK SEHAT
5/20/2014,DKI5 (Kebon Jeruk),58,7,34,133,20,133,O3,TIDAK SEHAT
5/21/2014,DKI5 (Kebon Jeruk),75,6,31,153,13,153,O3,TIDAK SEHAT
5/22/2014,DKI5 (Kebon Jeruk),59,6,18,108,13,108,O3,TIDAK SEHAT
5/23/2014,DKI5 (Kebon Jeruk),57,5,28,93,15,93,O3,SEDANG
5/24/2014,DKI5 (Kebon Jeruk),77,6,41,104,20,104,O3,TIDAK SEHAT
5/25/2014,DKI5 (Kebon Jeruk),78,6,41,109,12,109,O3,TIDAK SEHAT
5/26/2014,DKI5 (Kebon Jeruk),57,6,26,114,14,114,O3,TIDAK SEHAT
5/27/2014,DKI5 (Kebon Jeruk),77,5,45,211,11,211,O3,SANGAT TIDAK SEHAT
5/28/2014,DKI5 (Kebon Jeruk),59,5,,161,10,161,O3,TIDAK SEHAT
5/29/2014,DKI5 (Kebon Jeruk),55,7,,126,9,126,O3,TIDAK SEHAT
5/30/2014,DKI5 (Kebon Jeruk),67,8,25,99,12,99,O3,SEDANG
5/31/2014,DKI5 (Kebon Jeruk),59,4,25,100,12,100,O3,SEDANG
6/1/2014,DKI5 (Kebon Jeruk),80,6,35,136,13,136,O3,TIDAK SEHAT
6/2/2014,DKI5 (Kebon Jeruk),66,8,22,58,12,66,PM10,SEDANG
6/3/2014,DKI5 (Kebon Jeruk),75,8,25,68,15,75,PM10,SEDANG
6/4/2014,DKI5 (Kebon Jeruk),76,7,29,87,13,87,O3,SEDANG
6/5/2014,DKI5 (Kebon Jeruk),88,7,25,135,11,135,O3,TIDAK SEHAT
6/6/2014,DKI5 (Kebon Jeruk),82,6,29,94,14,94,O3,SEDANG
6/7/2014,DKI5 (Kebon Jeruk),96,8,43,79,13,96,PM10,SEDANG
6/8/2014,DKI5 (Kebon Jeruk),81,8,31,64,12,81,PM10,SEDANG
6/9/2014,DKI5 (Kebon Jeruk),80,6,32,73,13,80,PM10,SEDANG
6/10/2014,DKI5 (Kebon Jeruk),67,6,27,97,13,97,O3,SEDANG
6/11/2014,DKI5 (Kebon Jeruk),70,5,31,,11,70,PM10,SEDANG
6/12/2014,DKI5 (Kebon Jeruk),69,6,,214,21,214,O3,SANGAT TIDAK SEHAT
6/13/2014,DKI5 (Kebon Jeruk),52,5,25,205,17,205,O3,SANGAT TIDAK SEHAT
6/14/2014,DKI5 (Kebon Jeruk),78,6,47,,18,78,PM10,SEDANG
6/15/2014,DKI5 (Kebon Jeruk),53,4,35,,11,53,PM10,SEDANG
6/16/2014,DKI5 (Kebon Jeruk),55,6,32,,16,55,PM10,SEDANG
6/17/2014,DKI5 (Kebon Jeruk),53,7,24,117,14,117,O3,TIDAK SEHAT
6/18/2014,DKI5 (Kebon Jeruk),66,6,34,87,16,87,O3,SEDANG
6/19/2014,DKI5 (Kebon Jeruk),51,5,22,66,12,66,O3,SEDANG
6/20/2014,DKI5 (Kebon Jeruk),66,7,31,59,13,66,PM10,SEDANG
6/21/2014,DKI5 (Kebon Jeruk),63,7,27,69,11,69,O3,SEDANG
6/22/2014,DKI5 (Kebon Jeruk),79,5,80,88,18,88,O3,SEDANG
6/26/2014,DKI5 (Kebon Jeruk),51,6,34,67,19,67,O3,SEDANG
6/27/2014,DKI5 (Kebon Jeruk),95,,50,,17,95,PM10,SEDANG
6/28/2014,DKI5 (Kebon Jeruk),55,,17,80,9,80,O3,SEDANG
6/29/2014,DKI5 (Kebon Jeruk),73,,23,83,17,83,O3,SEDANG
6/30/2014,DKI5 (Kebon Jeruk),67,,23,117,10,117,O3,TIDAK SEHAT
7/1/2014,DKI5 (Kebon Jeruk),60,,20,81,12,81,O3,SEDANG
7/2/2014,DKI5 (Kebon Jeruk),69,,24,,13,69,PM10,SEDANG
7/3/2014,DKI5 (Kebon Jeruk),88,,27,96,11,96,O3,SEDANG
7/4/2014,DKI5 (Kebon Jeruk),90,,47,62,13,90,PM10,SEDANG
7/5/2014,DKI5 (Kebon Jeruk),57,8,16,61,10,61,O3,SEDANG
7/6/2014,DKI5 (Kebon Jeruk),56,5,17,61,11,61,O3,SEDANG
7/7/2014,DKI5 (Kebon Jeruk),51,7,20,80,12,80,O3,SEDANG
7/8/2014,DKI5 (Kebon Jeruk),57,,37,72,19,72,O3,SEDANG
7/9/2014,DKI5 (Kebon Jeruk),106,,83,,22,106,PM10,TIDAK SEHAT
7/10/2014,DKI5 (Kebon Jeruk),50,5,14,91,7,91,O3,SEDANG
7/11/2014,DKI5 (Kebon Jeruk),58,,15,34,12,58,PM10,SEDANG
7/12/2014,DKI5 (Kebon Jeruk),83,,41,60,12,83,PM10,SEDANG
7/13/2014,DKI5 (Kebon Jeruk),70,,28,31,12,70,PM10,SEDANG
7/14/2014,DKI5 (Kebon Jeruk),55,,21,,16,55,PM10,SEDANG
7/15/2014,DKI5 (Kebon Jeruk),70,,23,,12,70,PM10,SEDANG
7/16/2014,DKI5 (Kebon Jeruk),51,,24,75,11,75,O3,SEDANG
7/17/2014,DKI5 (Kebon Jeruk),58,6,32,89,17,89,O3,SEDANG
7/18/2014,DKI5 (Kebon Jeruk),71,,31,,16,71,PM10,SEDANG
7/19/2014,DKI5 (Kebon Jeruk),55,,19,86,15,86,O3,SEDANG
7/20/2014,DKI5 (Kebon Jeruk),65,,21,45,12,65,PM10,SEDANG
7/21/2014,DKI5 (Kebon Jeruk),57,,20,87,13,87,O3,SEDANG
7/22/2014,DKI5 (Kebon Jeruk),58,,21,,12,58,PM10,SEDANG
7/23/2014,DKI5 (Kebon Jeruk),49,,19,51,11,51,O3,SEDANG
7/24/2014,DKI5 (Kebon Jeruk),50,,15,,12,50,PM10,BAIK
7/25/2014,DKI5 (Kebon Jeruk),67,4,32,41,11,67,PM10,SEDANG
7/26/2014,DKI5 (Kebon Jeruk),53,4,18,,8,53,PM10,SEDANG
7/27/2014,DKI5 (Kebon Jeruk),37,4,24,,9,37,PM10,BAIK
7/28/2014,DKI5 (Kebon Jeruk),59,4,33,90,11,90,O3,SEDANG
7/29/2014,DKI5 (Kebon Jeruk),29,4,11,,5,29,PM10,BAIK
7/30/2014,DKI5 (Kebon Jeruk),39,4,13,53,6,53,O3,SEDANG
7/31/2014,DKI5 (Kebon Jeruk),44,4,11,68,7,68,O3,SEDANG
8/1/2014,DKI5 (Kebon Jeruk),45,4,11,64,5,64,O3,SEDANG
8/2/2014,DKI5 (Kebon Jeruk),41,4,10,61,7,61,O3,SEDANG
8/3/2014,DKI5 (Kebon Jeruk),55,4,17,64,8,64,O3,SEDANG
8/4/2014,DKI5 (Kebon Jeruk),55,4,24,,10,55,PM10,SEDANG
8/5/2014,DKI5 (Kebon Jeruk),53,4,14,,9,53,PM10,SEDANG
8/6/2014,DKI5 (Kebon Jeruk),36,4,9,,6,36,PM10,BAIK
8/7/2014,DKI5 (Kebon Jeruk),56,8,17,,13,56,PM10,SEDANG
8/8/2014,DKI5 (Kebon Jeruk),68,7,18,,10,68,PM10,SEDANG
8/9/2014,DKI5 (Kebon Jeruk),70,8,18,81,10,81,O3,SEDANG
8/10/2014,DKI5 (Kebon Jeruk),64,9,16,,9,64,PM10,SEDANG
8/11/2014,DKI5 (Kebon Jeruk),57,8,15,57,10,57,PM10,SEDANG
8/12/2014,DKI5 (Kebon Jeruk),54,7,22,,13,54,PM10,SEDANG
8/13/2014,DKI5 (Kebon Jeruk),56,7,18,77,11,77,O3,SEDANG
8/14/2014,DKI5 (Kebon Jeruk),59,10,14,61,12,61,O3,SEDANG
8/15/2014,DKI5 (Kebon Jeruk),66,7,18,76,11,76,O3,SEDANG
8/16/2014,DKI5 (Kebon Jeruk),51,7,13,65,9,65,O3,SEDANG
8/17/2014,DKI5 (Kebon Jeruk),57,7,15,,11,57,PM10,SEDANG
8/18/2014,DKI5 (Kebon Jeruk),59,8,20,,12,59,PM10,SEDANG
8/19/2014,DKI5 (Kebon Jeruk),64,9,17,70,12,70,O3,SEDANG
8/20/2014,DKI5 (Kebon Jeruk),64,8,15,104,10,104,O3,TIDAK SEHAT
8/21/2014,DKI5 (Kebon Jeruk),82,8,20,,16,82,PM10,SEDANG
8/22/2014,DKI5 (Kebon Jeruk),66,8,19,58,13,66,PM10,SEDANG
8/23/2014,DKI5 (Kebon Jeruk),54,10,12,84,10,84,O3,SEDANG
8/24/2014,DKI5 (Kebon Jeruk),62,7,14,73,7,73,O3,SEDANG
8/25/2014,DKI5 (Kebon Jeruk),61,7,13,90,11,90,O3,SEDANG
8/26/2014,DKI5 (Kebon Jeruk),58,7,15,97,10,97,O3,SEDANG
8/27/2014,DKI5 (Kebon Jeruk),70,8,22,59,12,70,PM10,SEDANG
8/28/2014,DKI5 (Kebon Jeruk),62,9,17,69,11,69,O3,SEDANG
8/29/2014,DKI5 (Kebon Jeruk),70,8,20,73,12,73,O3,SEDANG
8/30/2014,DKI5 (Kebon Jeruk),62,7,22,,13,62,PM10,SEDANG
8/31/2014,DKI5 (Kebon Jeruk),60,8,15,50,9,60,PM10,SEDANG
9/1/2014,DKI5 (Kebon Jeruk),54,9,10,42,10,54,PM10,SEDANG
